20"CTR_NO","CTR_SIZE","LDD_MT_FLG","IMP_EXP_FLG","FCL_LCL_FLG","SEAL_NO","SLINE_CD","ICD_LOC_CD","STK_LOC","ROW_NO","COLUMN_NO","HEIGHT","STK_ID","ID"
"MRKU9814336",20,"E","E","","","MAI","NTA","337/025C","337","025","C","N8","N8:337:025:C"
"SUDU7844888",20,"E","E","","","MAI","WHF","512/098C","512","098","C","3P","3P:512:098:C"
"TRHU3884943",20,"E","E","","","ONEPL","WHF","512/087A","512","087","A","3P","3P:512:087:A"
"HASU1253144",20,"E","E","","","MAI","ST","019/077A","019","077","A","S3","S3:019:077:A"
"CSLU1880304",20,"E","E","","","COSCO","ST","021/089A","021","089","A","S3","S3:021:089:A"
"MRKU1073495",40,"E","E","","","MAI","ST","014/099A","014","099","A","S2","S2:014:099:A"
"TEMU0030607",20,"E","E","","","RCL","IWH","125/010D","125","010","D","I7","I7:125:010:D"
"ONEU0360148",40,"E","E","","","ONEPL","WHF","522/001A","522","001","A","5P","5P:522:001:A"
"TLLU4147151",40,"L","X","FCL","639825","CMCGM","WHF","501/059B","501","059","B","1P","1P:501:059:B"
"FCGU2958080",20,"E","E","","","MSC","ST","013/090B","013","090","B","S2","S2:013:090:B"
"ONEU0842495",40,"E","E","","","ONEPL","IWH","099/044C","099","044","C","I4","I4:099:044:C"
"ONEU3244959",20,"E","E","","","ONEPL","WHF","509/096A","509","096","A","2P","2P:509:096:A"
"SELU4533884",40,"L","X","FCL","639574","CMCGM","ST","007/037A","007","037","A","S1","S1:007:037:A"
"MSKU5618390",20,"E","E","","","MAI","ST","020/077A","020","077","A","S3","S3:020:077:A"
"WBPU7086989",40,"L","X","LCL","","UAIPL","EWH","225/043A","225","043","A","E5","E5:225:043:A"
"TCLU4131861",40,"E","E","FCL","","HLI","WHF","521/009A","521","009","A","4P","4P:521:009:A"
"NLLU2713001",20,"E","E","FCL","","ECM","ST","018/075A","018","075","A","S3","S3:018:075:A"
"FCIU5716169",20,"E","E","FCL","","COSCO","EWH","219/006B","219","006","B","E4","E4:219:006:B"
"NYKU3614974",20,"E","E","","","ONEPL","ST","025/094B","025","094","B","S4","S4:025:094:B"
"SEGU1498387",20,"L","X","FCL","639941","CMCGM","EWH","537/013A","537","013","A","EP","EP:537:013:A"
"TCLU3144709",20,"L","X","FCL","","ONEPL","EWH","536/006A","536","006","A","EP","EP:536:006:A"
"CAIU2711606",20,"L","X","FCL","","MSC","ST","006/046A","006","046","A","S1","S1:006:046:A"
"NYKU5155684",40,"L","X","FCL","","ONEPL","ST","010/049A","010","049","A","S2","S2:010:049:A"
"XINU1587681",20,"L","X","FCL","638861","CMCGM","WHF","501/042A","501","042","A","1P","1P:501:042:A"
"MSDU2374925",20,"E","E","","","MSC","ST","023/076A","023","076","A","S4","S4:023:076:A"
"BAXU2641618",20,"E","E","","","BAYPL","ST","016/098B","016","098","B","S3","S3:016:098:B"
"BAXU2597921",20,"E","E","","","BAYPL","WHF","508/098C","508","098","C","2P","2P:508:098:C"
"KKTU8045093",20,"E","E","","","ONEPL","WHF","514/099B","514","099","B","3P","3P:514:099:B"
"TGBU4289242",40,"E","E","","","ONEPL","ST","041/053A","041","053","A","S5","S5:041:053:A"
"TCLU6575232",40,"E","X","","","CMCGM","WHF","535/004B","535","004","B","NP","NP:535:004:B"
"ONEU1870608",40,"E","E","","","ONEPL","IWH","099/046D","099","046","D","I4","I4:099:046:D"
"FFAU4895503",40,"L","X","FCL","","CMCGM","ST","011/044A","011","044","A","S2","S2:011:044:A"
"DPWU2153633",20,"L","X","FCL","","UAIPL","WHF","502/066B","502","066","B","1P","1P:502:066:B"
"TCNU6639150",40,"E","E","","","ONEPL","IWH","113/004A","113","004","A","R2","R2:113:004:A"
"UACU5256878",40,"E","E","","","AMAP","ST","041/026D","041","026","D","S5","S5:041:026:D"
"WHSU0228804",20,"E","E","","","WHLL","WHF","513/096A","513","096","A","3P","3P:513:096:A"
"OOLU8868476",40,"L","I","FCL","NK055820","COSCO","ST","024/032B","024","032","B","S4","S4:024:032:B"
"NYKU3832430",20,"E","E","","","ONEPL","WHF","514/091B","514","091","B","3P","3P:514:091:B"
"OOCU9756290",40,"L","I","FCL","OOLKHM6587","OOCL","ST","025/032A","025","032","A","S4","S4:025:032:A"
"TIIU6620195",40,"L","X","FCL","639955","CMCGM","ST","012/060A","012","060","A","S2","S2:012:060:A"
"OOLU9927260",40,"L","I","FCL","CW313699","COSCO","ST","027/006C","027","006","C","S4","S4:027:006:C"
"SUDU8519780",40,"L","I","FCL","5406492","MAI","IWH","094/016A","094","016","A","I3","I3:094:016:A"
"ARKU8314740",40,"L","X","FCL","","PRMA","EWH","199/019B","199","019","B","E1","E1:199:019:B"
"SIKU5943883",40,"E","E","FCL","","ULSS","ST","036/043A","036","043","A","S5","S5:036:043:A"
"ESDU7035309",40,"L","I","FCL","715402","ESAPL","IWH","551/034B","551","034","B","IP","IP:551:034:B"
"SEGU5550436",40,"L","I","FCL","IB811288","KMTP","IWH","095/022A","095","022","A","I3","I3:095:022:A"
"TCLU3855693",20,"E","E","FCL","","ONEPL","ST","017/094B","017","094","B","S3","S3:017:094:B"
"ONEU2763142",20,"E","E","","","ONEPL","ST","022/095B","022","095","B","S4","S4:022:095:B"
"NYKU5207920",40,"L","X","FCL","","ONEPL","ST","013/056D","013","056","D","S2","S2:013:056:D"
"TRHU7421382",40,"E","E","","","ONEPL","ST","031/036B","031","036","B","M1","M1:031:036:B"
"TXGU7498613",40,"E","X","","","CMCGM","WHF","571/023B","571","023","B","9P","9P:571:023:B"
"ONEU3077770",20,"E","E","","","ONEPL","ST","020/087B","020","087","B","S3","S3:020:087:B"
"APHU7367268",40,"E","X","","","CMCGM","WHF","529/011A","529","011","A","6P","6P:529:011:A"
"MRSU0796609",20,"E","E","","","MAI","ST","006/048A","006","048","A","S1","S1:006:048:A"
"TCNU6322735",40,"E","E","FCL","","ECM","IWH","097/001B","097","001","B","I4","I4:097:001:B"
"TCKU6330171",40,"E","E","","","CMCGM","WHF","505/093D","505","093","D","2P","2P:505:093:D"
"WEDU8298297",40,"E","E","","","WMPL","ST","017/027A","017","027","A","S3","S3:017:027:A"
"CCLU7296405",40,"E","E","","","WMPL","ST","031/042D","031","042","D","M1","M1:031:042:D"
"CKLU0505576",20,"E","E","","","WMPL","WHF","513/097A","513","097","A","3P","3P:513:097:A"
"ARKU2357507",20,"E","E","","","PRMA","NTA","337/027C","337","027","C","N8","N8:337:027:C"
"TEMU4862061",20,"E","E","","","HLI","ST","024/087A","024","087","A","S4","S4:024:087:A"
"FTAU1886932",20,"L","X","FCL","637326","CMANL","ST","007/040B","007","040","B","S1","S1:007:040:B"
"CSGU6120220",40,"L","X","FCL","","OOCL","ST","008/055A","008","055","A","S2","S2:008:055:A"
"ILCU5254305",20,"E","E","","","ULSS","ST","028/004A","028","004","A","S4","S4:028:004:A"
"HMMU4192597",40,"E","E","","","HMIPL","WHF","522/003C","522","003","C","5P","5P:522:003:C"
"HMMU4203048",40,"E","E","","","HMIPL","ST","042/026D","042","026","D","S5","S5:042:026:D"
"CMAU6103021",40,"E","X","","","CMCGM","NTA","335/018D","335","018","D","N8","N8:335:018:D"
"HMMU2072170",20,"L","X","FCL","639693","HMIPL","WHF","501/069B","501","069","B","1P","1P:501:069:B"
"ECNU2272267",20,"E","E","","","ECM","WHF","516/100C","516","100","C","4P","4P:516:100:C"
"GCXU5433515",40,"E","E","","","ONEPL","IWH","096/021A","096","021","A","I4","I4:096:021:A"
"CMAU8272479",40,"L","X","FCL","BOLT52311795","CMCGM","ST","010/044B","010","044","B","S2","S2:010:044:B"
"CMAU3236273",20,"E","E","","","CMCGM","ST","019/094B","019","094","B","S3","S3:019:094:B"
"ONEU1378856",40,"E","E","","","ONEPL","WHF","523/007D","523","007","D","5P","5P:523:007:D"
"CSNU1576979",20,"E","E","","","OOCL","EWH","219/094A","219","094","A","E4","E4:219:094:A"
"SLEU2503211",20,"E","E","","","OOCL","ST","020/093D","020","093","D","S3","S3:020:093:D"
"OOLU1939290",20,"E","X","","","OOCL","ST","030/007B","030","007","B","M1","M1:030:007:B"
"SEKU6936027",40,"E","E","FCL","","ECM","IWH","096/011A","096","011","A","I4","I4:096:011:A"
"MEDU3074458",20,"E","E","","","MSC","ST","025/075A","025","075","A","S4","S4:025:075:A"
"CSNU1539044",20,"E","E","","","COSCO","ST","016/089D","016","089","D","S3","S3:016:089:D"
"BHCU5024077",40,"E","E","","","CMCGM","ST","040/048C","040","048","C","S5","S5:040:048:C"
"MAGU5463050",40,"E","E","","","ESAPL","ST","041/057A","041","057","A","S5","S5:041:057:A"
"TLLU8240067",20,"E","E","","","CMCGM","WHF","531/010C","531","010","C","NP","NP:531:010:C"
"ECMU4952315",40,"E","X","","","CMCGM","NTA","335/018C","335","018","C","N8","N8:335:018:C"
"TRHU4355332",40,"E","E","","","ONEPL","ST","041/020A","041","020","A","S5","S5:041:020:A"
"TEMU2304184",20,"E","E","","","MSC","ST","016/087D","016","087","D","S3","S3:016:087:D"
"MRKU8454997",20,"E","E","","","MAI","ST","016/081B","016","081","B","S3","S3:016:081:B"
"BMOU6369214",40,"E","E","","","KMTP","EWH","201/022A","201","022","A","E1","E1:201:022:A"
"HMMU4414014",40,"L","X","LCL","","HMIPL","ST","013/034A","013","034","A","S2","S2:013:034:A"
"TGCU5303040",40,"E","E","","","ONEPL","ST","032/043C","032","043","C","M1","M1:032:043:C"
"MRKU7166044",20,"E","E","","","MAI","NTA","334/011A","334","011","A","N8","N8:334:011:A"
"ONEU6964818",40,"E","E","FCL","","ONEPL","IWH","099/036A","099","036","A","I4","I4:099:036:A"
"TCLU2640860",20,"L","X","FCL","","MSC","EWH","201/015C","201","015","C","E1","E1:201:015:C"
"NYKU3673811",20,"E","E","","","ONEPL","WHF","515/099A","515","099","A","3P","3P:515:099:A"
"NYKU4950253",40,"E","E","","","ONEPL","EWH","197/018A","197","018","A","E1","E1:197:018:A"
"APZU3394381",20,"L","X","FCL","639689","CMCGM","WHF","501/054C","501","054","C","1P","1P:501:054:C"
"TCLU8291873",40,"E","E","","","ONEPL","ST","041/041A","041","041","A","S5","S5:041:041:A"
"MRSU0533752",20,"E","E","FCL","","MAI","IWH","551/038A","551","038","A","IP","IP:551:038:A"
"TCKU7047700",40,"L","I","FCL","M9464121","CMCGM","IWH","083/003A","083","003","A","I1","I1:083:003:A"
"CSNU2698396",20,"E","E","","","COSCO","ST","016/086C","016","086","C","S3","S3:016:086:C"
"DFSU1730497",20,"E","E","","","COSCO","WHF","534/011B","534","011","B","NP","NP:534:011:B"
"ONEU2617955",20,"E","E","","","ONEPL","WHF","514/089C","514","089","C","3P","3P:514:089:C"
"TCLU3520107",20,"E","E","","","ONEPL","ST","020/093B","020","093","B","S3","S3:020:093:B"
"CAAU2597168",20,"E","E","","","ONEPL","ST","025/086A","025","086","A","S4","S4:025:086:A"
"UETU2352091",20,"E","E","","","COSCO","NTA","337/027A","337","027","A","N8","N8:337:027:A"
"XHCU5248680",40,"L","X","LCL","","GLW","ST","009/044A","009","044","A","S2","S2:009:044:A"
"ECNU2228984",20,"E","E","","","ECM","WHF","514/086C","514","086","C","3P","3P:514:086:C"
"TEMU3125584",20,"E","E","","","COSCO","ST","023/092A","023","092","A","S4","S4:023:092:A"
"FCIU5339471",20,"E","E","","","COSCO","WHF","530/009B","530","009","B","NP","NP:530:009:B"
"BEAU2191562",20,"E","E","FCL","","HLI","ST","017/089A","017","089","A","S3","S3:017:089:A"
"CAAU2111260",20,"E","E","FCL","","HLI","WHF","518/096B","518","096","B","4P","4P:518:096:B"
"HLXU1399556",20,"E","E","FCL","","HLI","ST","024/096C","024","096","C","S4","S4:024:096:C"
"SEGU3610665",20,"E","E","FCL","","HLI","ST","015/080D","015","080","D","S3","S3:015:080:D"
"HLBU1723328",20,"E","E","FCL","","HLI","ST","017/091B","017","091","B","S3","S3:017:091:B"
"HAMU1022462",20,"E","E","FCL","","HLI","ST","017/075A","017","075","A","S3","S3:017:075:A"
"HLXU1149290",20,"E","E","FCL","","HLI","ST","017/076C","017","076","C","S3","S3:017:076:C"
"FTAU1563550",20,"E","E","FCL","","HLI","ST","025/096B","025","096","B","S4","S4:025:096:B"
"HLXU3540940",20,"E","E","FCL","","HLI","ST","016/083B","016","083","B","S3","S3:016:083:B"
"RFCU2208853",20,"E","E","FCL","","HLI","WHF","510/090A","510","090","A","2P","2P:510:090:A"
"HLBU4036243",20,"E","E","FCL","","HLI","WHF","506/100A","506","100","A","2P","2P:506:100:A"
"OOCU8722000",40,"E","E","","","OOCL","WHF","522/007D","522","007","D","5P","5P:522:007:D"
"HMMU2344751",20,"L","X","FCL","","HMIPL","EWH","537/007A","537","007","A","EP","EP:537:007:A"
"KOCU4934970",40,"E","E","","","HMIPL","ST","038/018A","038","018","A","S5","S5:038:018:A"
"MSDU1296290",20,"E","E","","","MSC","ST","021/079C","021","079","C","S3","S3:021:079:C"
"MSBU1952404",20,"E","E","","","MSC","ST","026/076A","026","076","A","S4","S4:026:076:A"
"CMAU5514223",40,"E","E","FCL","","CMCGM","ST","008/082B","008","082","B","S2","S2:008:082:B"
"ONEU5614760",40,"E","E","","","ONEPL","WHF","525/049A","525","049","A","5P","5P:525:049:A"
"SEGU2420969",20,"E","E","","","KMTP","WHF","514/090D","514","090","D","3P","3P:514:090:D"
"UETU7147910",40,"E","E","","","CMCGM","ST","033/047B","033","047","B","M1","M1:033:047:B"
"HMMU4710649",40,"E","E","","","HMIPL","ST","040/022C","040","022","C","S5","S5:040:022:C"
"MSDU6936445",40,"E","E","","","MSC","EWH","536/007A","536","007","A","EP","EP:536:007:A"
"CMAU7105040",40,"E","E","","","CMCGM","WHF","506/086A","506","086","A","2P","2P:506:086:A"
"CMAU7460635",40,"E","X","","","CMCGM","WHF","506/084B","506","084","B","2P","2P:506:084:B"
"TGBU4692411",40,"E","E","","","ONEPL","IWH","097/034B","097","034","B","I4","I4:097:034:B"
"MSMU1456199",20,"E","E","","","MSC","ST","025/075B","025","075","B","S4","S4:025:075:B"
"UETU7421169",40,"E","E","","","OOCL","IWH","097/027B","097","027","B","I4","I4:097:027:B"
"MSMU5265539",40,"L","X","FCL","","MSC","ST","010/038A","010","038","A","S2","S2:010:038:A"
"TGCU5428984",40,"L","I","FCL","K1591975","CMCGM","ST","022/012A","022","012","A","S4","S4:022:012:A"
"CAAU6340500",40,"E","E","","","CMCGM","WHF","522/007A","522","007","A","5P","5P:522:007:A"
"ONEU0262394",40,"E","E","","","ONEPL","WHF","521/009C","521","009","C","4P","4P:521:009:C"
"LTRU2203419",20,"L","X","","BOLT52220804","HUBLL","WHF","502/033A","502","033","A","1P","1P:502:033:A"
"CCLU7774546",40,"E","E","","","OOCL","WHF","519/055A","519","055","A","4P","4P:519:055:A"
"ONEU6772190",40,"L","I","FCL","CN43468BD","ONEPL","ST","024/038A","024","038","A","S4","S4:024:038:A"
"CLHU8951332",40,"L","I","FCL","0037177","MAI","IWH","132/025B","132","025","B","I6","I6:132:025:B"
"TGHU6192192",40,"E","E","LCL","","CMCGM","ST","036/035A","036","035","A","S5","S5:036:035:A"
"TGBU4513033",40,"L","X","FCL","","MSC","EWH","206/018B","206","018","B","E2","E2:206:018:B"
"TIIU5487998",40,"L","X","FCL","637330","PMIML","ST","012/038B","012","038","B","S2","S2:012:038:B"
"BEAU4175010",40,"L","X","LCL","","HLI","ST","014/042B","014","042","B","S2","S2:014:042:B"
"TGBU6978600",40,"L","I","FCL","UL5782911","CMCGM","IWH","555/018A","555","018","A","IP","IP:555:018:A"
"OOCU9779839",40,"E","E","FCL","","COSCO","ST","036/045C","036","045","C","S5","S5:036:045:C"
"FCIU7554405",40,"L","I","FCL","3923373","HLI","ST","020/008A","020","008","A","S3","S3:020:008:A"
"HLBU2289685",20,"E","E","LCL","","HLI","ST","021/078D","021","078","D","S3","S3:021:078:D"
"EGSU1144570",40,"L","I","FCL","EMCTWT9673","EGI","ST","027/010D","027","010","D","S4","S4:027:010:D"
"EITU9673794",40,"L","I","FCL","EMCTWT9613","EGI","IWH","557/046A","557","046","A","IP","IP:557:046:A"
"ONEU7621182",40,"L","I","FCL","CN81560BA","ONEPL","ST","023/006B","023","006","B","S4","S4:023:006:B"
"CLHU9003960",40,"L","I","FCL","D2787342","ESAPL","IWH","134/016A","134","016","A","I6","I6:134:016:A"
"CMAU6229262",40,"L","I","FCL","M9211524","CMCGM","IWH","135/001A","135","001","A","I6","I6:135:001:A"
"ESDU4101270",40,"L","I","FCL","A1291470","ESAPL","WHF","527/046A","527","046","A","6P","6P:527:046:A"
"HLBU3206406",40,"L","I","FCL","GW030862","HLI","ST","024/009A","024","009","A","S4","S4:024:009:A"
"ESDU4246340",40,"L","I","FCL","D2776976","ESAPL","IWH","088/007A","088","007","A","I2","I2:088:007:A"
"TEMU8677626",40,"L","I","FCL","A1291306","ESAPL","IWH","553/023A","553","023","A","IP","IP:553:023:A"
"FFAU2493064",40,"L","I","FCL","FX46239529","MSC","IWH","132/015A","132","015","A","I6","I6:132:015:A"
"ECMU5264298",40,"L","I","FCL","M9532079","CMCGM","IWH","555/011B","555","011","B","IP","IP:555:011:B"
"TCLU1858564",40,"L","I","FCL","M8685696","CMCGM","ST","023/041C","023","041","C","S4","S4:023:041:C"
"BMOU4335046",40,"L","I","FCL","M9745262","CMCGM","ST","027/030A","027","030","A","S4","S4:027:030:A"
"OOLU9730244",40,"L","I","FCL","OOLKXR7977","OOCL","ST","024/013B","024","013","B","S4","S4:024:013:B"
"LYGU3115984",20,"E","E","","","ECM","WHF","513/088D","513","088","D","3P","3P:513:088:D"
"HLBU2816169",40,"E","E","","","HLI","EWH","204/022C","204","022","C","E1","E1:204:022:C"
"TEMU4796231",20,"E","E","","","MSC","WHF","511/082A","511","082","A","3P","3P:511:082:A"
"OOLU9629033",40,"L","X","FCL","","OOCL","EWH","206/018A","206","018","A","E2","E2:206:018:A"
"OOCU7903637",40,"L","I","FCL","OOLKFJ8321","OOCL","IWH","081/023B","081","023","B","I1","I1:081:023:B"
"CAXU3261980",20,"E","E","FCL","","MAI","NTA","336/010B","336","010","B","N8","N8:336:010:B"
"MCCU1097009",20,"E","E","FCL","","SGDPL","ST","015/078D","015","078","D","S3","S3:015:078:D"
"ONEU0501230",40,"E","E","","","ONEPL","ST","042/028D","042","028","D","S5","S5:042:028:D"
"MSMU2088548",20,"E","E","","","MSC","WHF","514/079A","514","079","A","3P","3P:514:079:A"
"SEGU5047910",40,"E","E","","","ONEPL","IWH","096/013A","096","013","A","I4","I4:096:013:A"
"FCIU8201995",40,"E","E","","","GRM","IWH","099/024B","099","024","B","I4","I4:099:024:B"
"BURU6720690",40,"L","X","FCL","","CUPL","ST","014/050A","014","050","A","S2","S2:014:050:A"
"TCLU9745271",40,"E","E","","","GRM","IWH","098/027C","098","027","C","I4","I4:098:027:C"
"TGBU4941535",40,"L","I","FCL","M7227016","CMCGM","IWH","121/001A","121","001","A","P7","P7:121:001:A"
"BSIU3389383",20,"E","E","","","SHLP","ST","018/079A","018","079","A","S3","S3:018:079:A"
"OOLU0663037",20,"E","E","","","COSCO","ST","020/089C","020","089","C","S3","S3:020:089:C"
"CMAU3299327",20,"E","E","FCL","","CMANL","ST","022/092B","022","092","B","S4","S4:022:092:B"
"CMAU0837394",20,"L","X","FCL","639848","CMCGM","ST","006/041A","006","041","A","S1","S1:006:041:A"
"FCIU4561870",20,"E","E","","","MSC","WHF","529/004D","529","004","D","6P","6P:529:004:D"
"DPWU9035946",40,"E","E","","","UAIPL","ST","040/053B","040","053","B","S5","S5:040:053:B"
"MSMU1247563",20,"E","E","","","MSC","ST","023/073B","023","073","B","S4","S4:023:073:B"
"GESU1289886",20,"L","X","LCL","","NOV","EWH","219/005B","219","005","B","E4","E4:219:005:B"
"CMAU2267270",20,"L","X","FCL","BOLT52362401","CMCGM","ST","007/033A","007","033","A","S1","S1:007:033:A"
"TRHU6642645",40,"E","E","","","ONEPL","WHF","519/001A","519","001","A","4P","4P:519:001:A"
"OOCU1123356",20,"E","X","","","OOCL","ST","031/007A","031","007","A","M1","M1:031:007:A"
"TLLU4766726",40,"E","E","","","MAI","WHF","519/021A","519","021","A","4P","4P:519:021:A"
"MRSU8454095",40,"E","E","","","MAI","WHF","505/093A","505","093","A","2P","2P:505:093:A"
"WHSU2115392",20,"L","X","","BOLT52303018","WHLL","WHF","502/039A","502","039","A","1P","1P:502:039:A"
"CMAU6826000",40,"E","X","","","CMCGM","NTA","337/018B","337","018","B","N8","N8:337:018:B"
"TCKU7668142",40,"L","I","FCL","SYA5102318","COSCO","ST","038/002D","038","002","D","S5","S5:038:002:D"
"OOCU5865986",40,"L","I","FCL","OOLKXV3805","OOCL","IWH","099/012B","099","012","B","I4","I4:099:012:B"
"OOCU6160558",40,"E","E","FCL","","OOCL","WHF","520/039A","520","039","A","4P","4P:520:039:A"
"CAIU7114291",40,"L","I","FCL","M9507416","CMCGM","IWH","092/018A","092","018","A","I3","I3:092:018:A"
"ESDU7085824",40,"L","I","FCL","D2787296","ESAPL","ST","027/035C","027","035","C","S4","S4:027:035:C"
"TCNU3990860",40,"L","I","FCL","M6957587","CMCGM","IWH","132/001A","132","001","A","I6","I6:132:001:A"
"ZCSU7737767",40,"L","I","FCL","4260025619","SSGSL","ST","021/003C","021","003","C","S3","S3:021:003:C"
"MEDU7286075",40,"L","I","FCL","FX46503141","MSC","ST","023/002A","023","002","A","S4","S4:023:002:A"
"FDCU0509322",40,"L","I","FCL","TW85418AF","ONEPL","IWH","092/020B","092","020","B","I3","I3:092:020:B"
"HAMU3805507",40,"L","I","FCL","6004484","HLI","ST","024/027B","024","027","B","S4","S4:024:027:B"
"TCLU1847148",40,"L","I","FCL","307773","ONEPL","IWH","135/005D","135","005","D","I6","I6:135:005:D"
"FANU1073477",40,"L","I","FCL","6004477","HLI","IWH","132/007A","132","007","A","I6","I6:132:007:A"
"TCKU6360936",40,"L","I","FCL","J0495127","CMCGM","WHF","515/027B","515","027","B","3P","3P:515:027:B"
"CMAU6616976",40,"L","I","FCL","M1790997","CMCGM","ST","028/055B","028","055","B","S4","S4:028:055:B"
